WAVE_ID,TEST_ID,PREDICTION,VARIANCE,HITS,AVERAGE,TARGET,FITNESS
2,81,7.99655199633507,0.553754233994114,8,0.0,8.0,0.996563844207583
3,81,7.99655199633507,0.553754233994114,4,0.0,8.0,0.996563844207583
4,81,7.9890672835734,0.597600088844467,1,0.0,8.0,0.98918551515634
5,81,8.00701692176259,0.567220278749514,6,0.0,8.0,0.99303197222498
6,81,8.00046249667908,0.615679382530957,23,0.0,8.0,0.999537717121994
7,81,13.916325734424,0.639254483869176,8,4.6,8.0,0.996728028633844
8,81,8.41745619027583,0.54028974401688,20,7.6,8.0,0.996416147788596
9,81,7.61730541165408,0.577416402909656,14,8.4,8.0,0.998260799940582
10,81,5.51566634143032,0.572477316897107,3,11.6,8.0,0.998427340596098
11,81,4.5132749701871,0.639613970792382,8,14.2,8.0,0.993806042216722
12,81,4.76488403950312,0.629543783663724,3,13.6,8.0,0.944285734246368
13,81,6.03389358002978,0.600751402076739,20,10.6,8.0,0.996172348268785
14,81,6.66995469369943,0.591215170192681,9,9.6,8.0,0.996722590808337
15,81,6.67362496749523,0.534592481537009,0,9.6,8.0,0.993089625594069
16,81,7.44104208900354,0.624817591204398,26,8.6,8.0,0.999182082744397
17,81,7.99981281395068,0.671898495196846,5,8.0,8.0,0.999812848987999
18,81,5.51257161157792,0.550178022100061,18,11.6,8.0,0.995351839763254
19,81,5.3329955081261,0.639397190293742,4,12.0,8.0,0.999662130043716
20,81,5.52909636781498,0.603461269365317,12,11.6,8.0,0.98828400206185
21,81,6.03719500243051,0.575297795546671,2,10.6,8.0,0.99945935585565
22,81,4.90760242926453,0.623652173913044,3,13.0,8.0,0.984761139361659
23,81,7.81409369366364,0.641725914820368,6,8.2,8.0,0.990868689987552
24,81,8.20072943012401,0.67474707090899,0,7.8,8.0,0.995620028990423
25,81,11.8491942812188,0.648537509023266,10,5.4,8.0,0.997349859855812
26,81,13.9227299722111,0.578210672441557,15,4.6,8.0,0.990405987057574
27,81,14.0023795630552,0.572408462435449,19,4.2,8.0,0.997626085707606
28,81,9.4107748953032,0.6347962685324,8,6.8,8.0,0.999010776300001
29,81,6.39861923543154,0.502268754511633,15,10.0,8.0,0.998621044154352
30,81,6.15380838541183,0.554274196235216,6,10.4,8.0,0.999962122959456
31,81,4.77342163962665,0.579867954911433,17,13.4,8.0,0.997309664827077
32,81,5.07149065797583,0.638742184463324,6,12.6,8.0,0.992186928845671
33,81,4.91533285590037,0.624396024210117,7,13.0,8.0,0.992315262180152
34,81,6.1503715903159,0.498458215336776,1,10.4,8.0,0.996537358061039
35,81,6.26724073599452,0.582159475817647,4,10.2,8.0,0.992783288903219
36,81,8.64648464798464,0.632349158753956,5,7.4,8.0,0.997841056973263
37,81,9.13606553622119,0.632210339274807,14,7.0,8.0,0.993253804865162
38,81,13.9139077444091,0.62725159642401,28,4.6,8.0,0.99913602485641
39,81,10.3212613051258,0.61104181242712,13,6.2,8.0,0.99868270515931
40,81,6.156580300903,0.600698539619079,10,10.4,8.0,0.99727341746169
41,81,5.00253206769785,0.638828585707146,6,12.8,8.0,0.997474327465197
42,81,4.54371550869254,0.5978641790216,2,14.0,8.0,0.973034047512142
43,81,4.52936690258885,0.607296907102004,1,14.2,8.0,0.978163004871417
44,81,5.42412215347215,0.577236270753512,1,11.8,8.0,0.999606943963677
45,81,10.006918599628,0.598792825809318,10,6.4,8.0,0.993128938297245
46,81,14.0047053127499,0.563645954800378,20,4.0,8.0,0.995316723617833
47,81,13.9994751892786,0.571261702482092,11,4.0,8.0,0.999475464533676
48,81,9.40766707952127,0.617781886834361,4,6.8,8.0,0.995918706123247
49,81,7.44183849793019,0.612184907546227,11,8.6,8.0,0.999977822610883
50,81,6.95581085483348,0.600283858070964,9,9.2,8.0,0.999289848447475
51,81,5.71414874996112,0.594228219223721,7,11.2,8.0,0.999862918230254
52,81,5.81790458371139,0.62899028263646,0,11.0,8.0,0.999722669058968
53,81,7.62000812392258,0.556398911655283,4,8.4,8.0,0.999040439472764
54,81,10.3279825281989,0.678119162640902,16,6.2,8.0,0.994626836244026
55,81,10.3177913038288,0.631666722194458,3,6.2,8.0,0.995233791628815
56,81,8.88855732026672,0.558435337886612,6,7.2,8.0,0.999668117695242
57,81,10.6620572151672,0.604252207229719,2,6.0,8.0,0.995411383253974
58,81,11.0135664952207,0.591888611249931,18,5.8,8.0,0.979512074787925
59,81,10.3242074868753,0.619029374201788,14,6.2,8.0,0.998375494020557
60,81,7.110043551011,0.61048109278694,17,9.0,8.0,0.998933525447149
61,81,7.44211557150154,0.62058381920151,12,8.6,8.0,0.999745169271642
62,81,5.61433241969354,0.576008218113166,9,11.4,8.0,0.999702798198575
63,81,5.07858456388432,0.609021045033039,3,12.6,8.0,0.99921991941251
64,81,4.59521167217378,0.664664556610584,3,14.0,8.0,0.976769590531631
65,81,5.84004439280416,0.548021544783164,7,11.0,8.0,0.978605337978188
66,81,7.27434906106757,0.634424454439447,11,8.8,8.0,0.998381053635151
67,81,9.40299243412535,0.633326447887168,7,6.8,8.0,0.99130362567268
68,81,9.69608370995083,0.615166527847188,9,6.6,8.0,0.999114508774554
69,81,10.3231332533841,0.646030318174246,3,6.2,8.0,0.999447389695412
70,81,8.65516218901039,0.643618857238048,4,7.4,8.0,0.993528229509498
71,81,8.64528330116502,0.621247487367427,8,7.4,8.0,0.996646324092435
72,81,9.4137950921301,0.56442356599478,1,6.8,8.0,0.997974118954158
73,81,10.3253839386765,0.594052307179743,17,6.2,8.0,0.997204237112157
74,81,12.7954436405479,0.626357932145039,12,5.0,8.0,0.995464117796189
75,81,9.69707113076441,0.630010328169249,14,6.6,8.0,0.999898865425316
76,81,7.61887160400015,0.628277416847132,20,8.4,8.0,0.999823993234792
77,81,6.16279991476038,0.626191792992393,5,10.4,8.0,0.991125805949836
78,81,4.99299494334185,0.570369815092454,10,12.8,8.0,0.993043672636537
79,81,4.70845649868902,0.554778277527903,11,13.6,8.0,0.997432658689246
80,81,5.24678269974187,0.590719195957577,6,12.2,8.0,0.999119660589307
81,81,5.33411127108027,0.538434338386362,9,12.0,8.0,0.999222825671932
82,81,6.15646730927898,0.561347326336832,5,10.4,8.0,0.997385806583335
83,81,7.80628160957243,0.590518740629685,2,8.2,8.0,0.998598591986724
84,81,7.80742326218721,0.634489866178022,9,8.2,8.0,0.997461433426094
85,81,9.69796030456858,0.570725748236993,24,6.6,8.0,0.999010661160566
86,81,10.3226341360573,0.638516297406852,14,6.2,8.0,0.999946204361664
87,81,6.53315778039398,0.663131989560775,11,9.8,8.0,0.997461150581485
88,81,5.92590314410537,0.518757510133822,7,10.8,8.0,0.999977412956428
89,81,5.33374235181407,0.567764340052196,10,12.0,8.0,0.999591307552676
90,81,4.91081673836781,0.603724360042201,2,13.0,8.0,0.987888127916205
91,81,4.85906811835049,0.658425342884114,5,13.2,8.0,0.989527704557444
92,81,7.27140451091556,0.599639735687712,10,8.8,8.0,0.998678769434243
93,81,9.1408205965311,0.519138208673441,11,7.0,8.0,0.99796718577629
94,81,9.40993055832554,0.628193125659393,5,6.8,8.0,0.998168819096474
95,81,8.41886923027567,0.657584541062802,10,7.6,8.0,0.997821055624855
96,81,9.69829275777472,0.609012937975457,6,6.6,8.0,0.99867897564192
97,81,7.8031895976058,0.620140929535232,24,8.2,8.0,0.998314209383872
98,81,7.61992134665256,0.587240046643345,5,8.4,8.0,0.999127057787341
99,81,5.72774583821256,0.537054361708035,3,11.2,8.0,0.986718777160819
100,81,6.40086277672075,0.548660447554001,1,10.0,8.0,0.999138062212561
101,81,6.67712340835562,0.569845521683603,23,9.6,8.0,0.989651314140313
102,81,8.206483275789,0.613126436781609,9,7.8,8.0,0.998647226467927
103,81,5.71310210289029,0.608385918152035,1,11.2,8.0,0.998817651938592
104,81,7.81224073817387,0.538418568493531,8,8.2,8.0,0.99269130718075
105,81,8.65168577842466,0.576973291132212,8,7.4,8.0,0.996971682072302
106,81,7.61920615059215,0.577531234382809,8,8.4,8.0,0.999841516288967
107,81,6.55314459236302,0.570670553612083,17,9.8,8.0,0.977964385135816
108,81,9.40830771650514,0.599801099450275,5,6.8,8.0,0.996554530216987
109,81,7.61871843871321,0.551433394413904,6,8.4,8.0,0.99967090530841
110,81,6.95424586381703,0.579930034982509,7,9.2,8.0,0.997729519450381
111,81,7.27245930616088,0.591648731189961,22,8.8,8.0,0.999731888603659
112,81,7.44232771465177,0.629118662890777,20,8.6,8.0,0.999533179193632
113,81,5.61872852574952,0.579884391137764,3,11.4,8.0,0.995328528677156
114,81,5.33199349158847,0.625084790937864,17,12.0,8.0,0.998661792541509
115,81,5.5160802813912,0.597882503192848,17,11.6,8.0,0.99884015019533
116,81,4.64201241663958,0.59549180965073,0,13.8,8.0,0.995687270730857
117,81,4.04503396869685,0.564402021211617,5,15.8,8.0,0.994432188966771
118,81,5.62018129817876,0.603987339663502,7,11.4,8.0,0.993891375833342
119,81,7.61594242206688,0.538498084291188,6,8.4,8.0,0.996904392853848
120,81,6.96193087605229,0.592278749514132,7,9.2,8.0,0.994619738743006
121,81,9.1371046629381,0.625931034482759,7,7.0,8.0,0.994280017911085
122,81,12.8051320926878,0.651935143539341,10,5.0,8.0,0.994894299780889
123,81,10.0011005442995,0.621488144816481,14,6.4,8.0,0.998900665514275
124,81,8.64576862537285,0.619892165028597,25,7.4,8.0,0.997128631901628
125,81,7.27677897482728,0.582662335498917,2,8.8,8.0,0.995964862735817
126,81,5.09784520227499,0.535964351157755,6,12.6,8.0,0.981855363098694
127,81,5.51826121060352,0.594032539285912,14,11.6,8.0,0.998981306118062
128,81,5.61279538956333,0.570796712754734,18,11.4,8.0,0.998761795111553
129,81,5.24672120244181,0.508393803098451,6,12.2,8.0,0.999181053399068
130,81,4.9193711014932,0.60989560775168,14,13.0,8.0,0.996307678824255
131,81,6.96120050402368,0.558352490421456,8,9.2,8.0,0.995342797995466
132,81,5.51528643419586,0.588206452329391,2,11.6,8.0,0.998048770980779
133,81,5.320407259801,0.555738464101283,9,12.0,8.0,0.987238723156257
134,81,6.66771954052956,0.545034704869787,15,9.6,8.0,0.998948074897127
135,81,8.2030115998785,0.61031984007996,9,7.8,8.0,0.997887402612586
136,81,6.64187805539648,0.631134210672442,15,9.6,8.0,0.975811151797801
137,81,7.44077391790431,0.561821311566439,12,8.6,8.0,0.998914421892952
