SSBounds,HEALTH,FIRE_RATE,count(ENEMY_ID),hits,hit_count
1,23,85.0,29,1.06896551724138,31
2,4,50.0,29,1.31034482758621,38
3,9,93.0,22,0.772727272727273,17
4,17,50.0,26,0.923076923076923,24
5,26,114.0,32,0.9375,30
6,1,6.0,33,0.909090909090909,30
7,20,23.0,27,1.0,27
8,22,85.0,27,1.18518518518519,32
9,6,35.0,31,1.29032258064516,40
10,3,17.0,24,1.41666666666667,34
11,14,35.0,34,1.08823529411765,37
12,3,8.0,27,1.11111111111111,30
13,4,66.0,24,1.125,27
14,9,75.0,30,1.8,54
15,24,102.0,37,2.45945945945946,91
16,19,102.0,32,1.75,56
17,30,84.0,29,2.3448275862069,68
18,25,102.0,38,1.76315789473684,67
19,1,119.0,22,1.95454545454545,43
20,19,16.0,34,1.52941176470588,52
21,14,20.0,28,1.85714285714286,52
22,24,82.0,41,2.07317073170732,85
23,16,84.0,33,3.21212121212121,106
24,23,86.0,31,2.61290322580645,81
25,17,115.0,26,3.61538461538462,94
26,2,21.0,34,3.17647058823529,108
27,17,52.0,26,3.19230769230769,83
28,24,61.0,32,3.90625,125
29,8,91.0,27,2.74074074074074,74
30,23,95.0,31,2.51612903225806,78
31,17,77.0,33,2.42424242424242,80
32,6,58.0,29,3.24137931034483,94
33,7,8.0,31,2.93548387096774,91
34,18,6.0,23,2.21739130434783,51
35,22,112.0,34,3.44117647058824,117
36,16,47.0,28,4.53571428571429,127
37,10,108.0,31,3.19354838709677,99
38,10,15.0,29,4.48275862068966,130
39,23,71.0,33,3.39393939393939,112
40,8,84.0,33,3.27272727272727,108
41,14,42.0,28,3.67857142857143,103
42,16,81.0,26,3.65384615384615,95
43,14,78.0,31,3.87096774193548,120
44,10,36.0,25,4.04,101
45,5,21.0,34,4.91176470588235,167
46,22,25.0,29,3.10344827586207,90
47,15,48.0,28,5.03571428571429,141
48,4,48.0,36,5.97222222222222,215
49,16,54.0,35,6.4,224
50,9,94.0,28,4.14285714285714,116
