Hits,eCount,FireRate1,ShotSpeed1,Health1,FireRate2,ShotSpeed2,Health2,FireRate3,ShotSpeed3,Health3,FireRate4,ShotSpeed4,Health4,FireRate5,ShotSpeed5,Health5,FireRate6,ShotSpeed6,Health6
1,2,84.0,0.4740263,9,37.0,0.01346315,8,0,0,0,0,0,0,0,0,0,0,0,0
21,6,77.0,0.218945,7,58.0,0.063006,3,34.0,0.4197698,23,50.0,0.2004582,12,34.0,0.3352251,14,38.0,0.4271278,4
14,4,37.0,0.09787168,29,29.0,0.4151137,7,24.0,0.4208426,22,112.0,0.168759,7,0,0,0,0,0,0
9,4,34.0,0.45085,25,27.0,0.2695576,5,113.0,0.4247494,3,109.0,0.03701438,12,0,0,0,0,0,0
9,4,66.0,0.07662566,17,98.0,0.07458837,14,35.0,0.4161702,13,91.0,0.1872073,4,0,0,0,0,0,0
0,1,78.0,0.02783103,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,120.0,0.2406261,2,67.0,0.1462381,23,0,0,0,0,0,0,0,0,0,0,0,0
2,3,70.0,0.2464189,6,115.0,0.315296,27,97.0,0.1003197,17,0,0,0,0,0,0,0,0,0
3,2,23.0,0.1638236,9,118.0,0.2179635,18,0,0,0,0,0,0,0,0,0,0,0,0
7,3,25.0,0.2987032,21,36.0,0.06737198,7,80.0,0.1872354,22,0,0,0,0,0,0,0,0,0
4,2,12.0,0.1791065,12,35.0,0.1466946,16,0,0,0,0,0,0,0,0,0,0,0,0
13,5,66.0,0.4567142,4,10.0,0.3615347,19,17.0,0.176411,7,107.0,0.03623392,8,44.0,0.03283526,9,0,0,0
7,2,51.0,0.4482455,21,88.0,0.1319974,17,0,0,0,0,0,0,0,0,0,0,0,0
5,2,110.0,0.2767357,14,9.0,0.33457,20,0,0,0,0,0,0,0,0,0,0,0,0
14,4,57.0,0.2711533,19,7.0,0.04034741,9,58.0,0.3688736,20,15.0,0.2503164,9,0,0,0,0,0,0
17,5,64.0,0.4652817,13,111.0,0.1597944,4,46.0,0.1314653,26,26.0,0.4562079,9,113.0,0.3115797,4,0,0,0
6,4,14.0,0.2672448,7,80.0,0.02073569,5,55.0,0.4043754,14,98.0,0.349235,11,0,0,0,0,0,0
16,5,30.0,0.2225414,9,110.0,0.5035242,17,55.0,0.1027116,13,50.0,0.1293803,22,44.0,0.1101369,26,0,0,0
10,3,35.0,0.1378919,19,27.0,0.1377408,29,47.0,0.5073191,10,0,0,0,0,0,0,0,0,0
5,1,81.0,0.4268326,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,4,65.0,0.4849665,20,25.0,0.4134564,27,18.0,0.06712259,5,14.0,0.4485614,14,0,0,0,0,0,0
11,5,14.0,0.140368,26,48.0,0.3361997,7,90.0,0.2986155,11,49.0,0.3957448,9,49.0,0.2752251,25,0,0,0
7,3,88.0,0.4888102,27,64.0,0.5038617,3,104.0,0.3713664,11,0,0,0,0,0,0,0,0,0
11,5,28.0,0.1892302,19,30.0,0.2134801,17,110.0,0.3263344,12,35.0,0.04777946,22,48.0,0.05920149,3,0,0,0
3,2,42.0,0.04862268,26,114.0,0.1626215,21,0,0,0,0,0,0,0,0,0,0,0,0
5,3,61.0,0.1901498,21,27.0,0.02062811,4,80.0,0.2164703,9,0,0,0,0,0,0,0,0,0
13,5,9.0,0.2363674,22,58.0,0.2072288,17,24.0,0.1431269,24,98.0,0.469024,9,82.0,0.01434601,19,0,0,0
1,1,72.0,0.1443796,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,6,67.0,0.3938462,30,70.0,0.281743,15,57.0,0.2230685,2,14.0,0.4255438,23,114.0,0.1061461,29,97.0,0.02112223,29
15,5,19.0,0.07291795,24,113.0,0.3459807,10,55.0,0.3976529,26,107.0,0.0132801,1,105.0,0.2391364,5,0,0,0
14,4,25.0,0.3943284,8,32.0,0.1063652,24,8.0,0.02391667,19,116.0,0.3141422,19,0,0,0,0,0,0
0,1,100.0,0.3872219,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,3,50.0,0.2272039,16,15.0,0.4433467,23,23.0,0.333603,29,0,0,0,0,0,0,0,0,0
19,6,14.0,0.3293242,30,7.0,0.1267823,26,28.0,0.4367575,6,61.0,0.2281892,25,103.0,0.4625909,3,97.0,0.258378,4
24,6,52.0,0.2500758,21,52.0,0.2930757,16,36.0,0.2158819,25,35.0,0.4347059,17,113.0,0.490711,17,105.0,0.4621547,23
6,3,12.0,0.2256588,15,38.0,0.4771662,7,40.0,0.2942587,12,0,0,0,0,0,0,0,0,0
20,5,80.0,0.0663317,24,84.0,0.4615571,16,84.0,0.4405808,7,63.0,0.4794019,8,19.0,0.3531745,23,0,0,0
2,2,116.0,0.4675152,22,51.0,0.07506581,20,0,0,0,0,0,0,0,0,0,0,0,0
25,6,36.0,0.3234916,21,66.0,0.3292058,8,80.0,0.3771739,22,6.0,0.1275447,19,45.0,0.2851187,14,78.0,0.06616451,26
24,6,16.0,0.07204624,14,9.0,0.07399096,29,44.0,0.4209363,3,40.0,0.3700032,13,85.0,0.4498206,28,36.0,0.4833701,20
3,1,107.0,0.1388874,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,3,43.0,0.2408318,22,19.0,0.3559091,28,75.0,0.267658,4,0,0,0,0,0,0,0,0,0
1,1,80.0,0.4407058,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,6,74.0,0.1380855,20,89.0,0.06745382,20,73.0,0.18381,29,26.0,0.4167464,26,47.0,0.3901228,29,62.0,0.1655962,2
12,6,47.0,0.1182636,21,93.0,0.2472173,8,60.0,0.3602201,9,19.0,0.2396177,20,27.0,0.08766104,28,25.0,0.2954543,3
24,6,19.0,0.09443958,26,51.0,0.3074933,7,7.0,0.2226139,11,16.0,0.01776744,5,12.0,0.01476593,6,45.0,0.01449306,14
3,3,20.0,0.1794345,7,110.0,0.3119953,7,86.0,0.4643515,3,0,0,0,0,0,0,0,0,0
7,2,38.0,0.4802011,30,48.0,0.2663716,16,0,0,0,0,0,0,0,0,0,0,0,0
12,4,59.0,0.05640526,21,23.0,0.1518337,4,21.0,0.06550051,7,98.0,0.4036571,13,0,0,0,0,0,0
20,6,79.0,0.2184895,17,111.0,0.468527,5,89.0,0.28396,22,43.0,0.3667627,26,52.0,0.4424684,18,53.0,0.4827248,9
2,1,66.0,0.0969909,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,89.0,0.2087643,24,45.0,0.3960934,20,0,0,0,0,0,0,0,0,0,0,0,0
10,2,50.0,0.1317683,16,43.0,0.1756856,24,0,0,0,0,0,0,0,0,0,0,0,0
0,1,90.0,0.2441216,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,4,99.0,0.09999187,7,81.0,0.4624696,15,81.0,0.1023716,28,117.0,0.2114078,10,0,0,0,0,0,0
12,5,99.0,0.297994,3,82.0,0.1509494,2,78.0,0.4403357,10,102.0,0.4512929,19,45.0,0.5088075,16,0,0,0
14,5,41.0,0.3511008,28,118.0,0.08741297,11,70.0,0.3239453,4,117.0,0.2151344,4,120.0,0.3369728,16,0,0,0
19,6,99.0,0.1479796,4,40.0,0.2663324,22,65.0,0.06485035,17,7.0,0.4973066,21,88.0,0.3281346,19,76.0,0.428947,25
6,2,115.0,0.04737534,23,69.0,0.3138432,8,0,0,0,0,0,0,0,0,0,0,0,0
11,5,73.0,0.4335575,24,11.0,0.1422807,23,120.0,0.3329848,4,109.0,0.2094221,8,39.0,0.08247407,2,0,0,0
1,1,56.0,0.2596927,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,6,106.0,0.0164863,21,93.0,0.401092,30,91.0,0.3955758,8,32.0,0.1827762,6,32.0,0.4793053,18,109.0,0.426249,27
11,4,13.0,0.3713388,3,112.0,0.2255754,23,69.0,0.2342611,18,55.0,0.02463783,11,0,0,0,0,0,0
22,6,103.0,0.2528969,18,64.0,0.4572701,21,41.0,0.1204465,11,120.0,0.0212465,2,56.0,0.3706944,24,112.0,0.09073247,29
22,4,59.0,0.2517683,17,22.0,0.4819195,25,21.0,0.3778001,23,63.0,0.1543788,13,0,0,0,0,0,0
20,6,67.0,0.05687644,17,80.0,0.2907199,27,99.0,0.1487988,28,101.0,0.3724089,13,116.0,0.4631428,24,20.0,0.1253987,9
13,4,46.0,0.1701492,15,74.0,0.2739719,27,74.0,0.2767173,10,71.0,0.2486631,29,0,0,0,0,0,0
12,3,75.0,0.1789209,23,9.0,0.03983845,13,79.0,0.1607716,24,0,0,0,0,0,0,0,0,0
6,4,43.0,0.2366355,14,13.0,0.1676177,8,100.0,0.01403321,26,111.0,0.2299352,8,0,0,0,0,0,0
14,3,9.0,0.4873531,24,66.0,0.03846003,25,116.0,0.05168058,25,0,0,0,0,0,0,0,0,0
25,5,5.0,0.3025738,12,34.0,0.4102048,30,47.0,0.4106105,23,97.0,0.152208,18,21.0,0.03356929,25,0,0,0
10,4,25.0,0.07857521,28,53.0,0.4319658,11,39.0,0.1069339,14,66.0,0.06641145,7,0,0,0,0,0,0
1,2,98.0,0.3380081,1,100.0,0.2302263,16,0,0,0,0,0,0,0,0,0,0,0,0
1,1,107.0,0.1420436,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,5,95.0,0.4966993,22,18.0,0.4822003,25,83.0,0.4661993,25,74.0,0.4816533,16,84.0,0.3706611,30,0,0,0
21,5,73.0,0.07300486,28,78.0,0.274737,22,119.0,0.491246,29,67.0,0.03406115,16,29.0,0.3266829,12,0,0,0
2,1,40.0,0.4991193,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,62.0,0.2634844,30,85.0,0.4441618,21,0,0,0,0,0,0,0,0,0,0,0,0
3,1,35.0,0.4836642,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,4,97.0,0.2877589,12,33.0,0.04813345,22,45.0,0.4922841,3,96.0,0.2188256,28,0,0,0,0,0,0
9,6,55.0,0.05586399,4,42.0,0.3453592,7,98.0,0.2371151,19,90.0,0.245307,7,57.0,0.0762424,2,120.0,0.3529156,15
1,1,18.0,0.3333546,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,4,48.0,0.06964757,25,119.0,0.02826501,20,90.0,0.2631207,3,78.0,0.1371014,27,0,0,0,0,0,0
22,6,23.0,0.04177035,24,20.0,0.4208804,20,112.0,0.03995021,24,18.0,0.03177012,10,46.0,0.3484739,21,111.0,0.0617509,1
11,4,43.0,0.04446955,29,43.0,0.3536594,7,49.0,0.1873461,23,16.0,0.2552365,20,0,0,0,0,0,0
8,3,65.0,0.1037095,29,73.0,0.2002772,14,81.0,0.4341373,20,0,0,0,0,0,0,0,0,0
8,3,23.0,0.05667581,27,46.0,0.3255824,3,112.0,0.3533984,3,0,0,0,0,0,0,0,0,0
3,1,41.0,0.08784057,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,5,89.0,0.3851418,21,79.0,0.03493454,4,110.0,0.080395,16,105.0,0.225017,16,35.0,0.1115413,19,0,0,0
2,3,53.0,0.09306814,24,87.0,0.110023,4,78.0,0.115398,4,0,0,0,0,0,0,0,0,0
2,2,97.0,0.4516438,2,74.0,0.472364,14,0,0,0,0,0,0,0,0,0,0,0,0
1,1,104.0,0.3373216,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,3,46.0,0.4903026,18,25.0,0.01725776,19,57.0,0.3245532,27,0,0,0,0,0,0,0,0,0
4,2,100.0,0.07332791,14,40.0,0.1144697,29,0,0,0,0,0,0,0,0,0,0,0,0
5,2,70.0,0.1739553,29,114.0,0.5008069,5,0,0,0,0,0,0,0,0,0,0,0,0
5,5,7.0,0.2447473,15,15.0,0.3651415,4,71.0,0.4799762,18,66.0,0.3871688,6,94.0,0.5099805,21,0,0,0
18,5,53.0,0.4590306,30,62.0,0.3904145,17,65.0,0.3454715,19,95.0,0.0291043,16,116.0,0.212412,14,0,0,0
3,2,103.0,0.07858194,22,47.0,0.06314768,25,0,0,0,0,0,0,0,0,0,0,0,0
3,1,36.0,0.2776034,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3,116.0,0.3527899,15,35.0,0.1645244,7,75.0,0.2082364,11,0,0,0,0,0,0,0,0,0
22,6,8.0,0.5037633,15,52.0,0.1738072,22,89.0,0.2251084,24,48.0,0.0670038,12,104.0,0.1399035,18,48.0,0.4336205,28
21,6,63.0,0.1284979,10,8.0,0.1827733,16,26.0,0.02400191,24,103.0,0.4920381,9,73.0,0.4852791,16,9.0,0.3638034,22
5,1,31.0,0.3253767,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,4,110.0,0.1041807,14,45.0,0.170837,19,62.0,0.44967,18,56.0,0.09466983,18,0,0,0,0,0,0
6,6,77.0,0.317307,17,88.0,0.08785506,23,52.0,0.1839625,18,27.0,0.4646511,9,104.0,0.2964901,1,6.0,0.2384711,29
0,2,114.0,0.04964913,3,120.0,0.3043163,30,0,0,0,0,0,0,0,0,0,0,0,0
10,4,88.0,0.2381904,10,23.0,0.1285648,26,24.0,0.02990414,21,98.0,0.02064897,17,0,0,0,0,0,0
12,3,9.0,0.4446224,12,74.0,0.1210098,16,28.0,0.0578946,27,0,0,0,0,0,0,0,0,0
11,2,86.0,0.1544687,14,21.0,0.2107166,28,0,0,0,0,0,0,0,0,0,0,0,0
12,3,81.0,0.1318898,23,29.0,0.4952539,2,62.0,0.418929,23,0,0,0,0,0,0,0,0,0
21,6,76.0,0.3392965,14,16.0,0.07909115,21,78.0,0.0648125,3,72.0,0.07447411,25,21.0,0.315159,12,14.0,0.4178318,25
20,5,66.0,0.3035043,25,119.0,0.4307899,22,90.0,0.2493312,27,105.0,0.1798,20,29.0,0.4406376,4,0,0,0
14,4,73.0,0.4978983,26,28.0,0.3876474,15,47.0,0.1014943,2,78.0,0.1708994,18,0,0,0,0,0,0
5,3,87.0,0.3165617,11,73.0,0.2085023,21,102.0,0.4739264,3,0,0,0,0,0,0,0,0,0
4,3,84.0,0.2934094,16,83.0,0.2229142,17,99.0,0.3019827,14,0,0,0,0,0,0,0,0,0
0,2,116.0,0.3160501,4,117.0,0.01510538,11,0,0,0,0,0,0,0,0,0,0,0,0
14,5,78.0,0.3890834,9,97.0,0.3387469,11,87.0,0.07730617,30,41.0,0.177315,27,11.0,0.341231,13,0,0,0
0,1,69.0,0.2159064,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,5,90.0,0.4016111,4,64.0,0.3443069,28,57.0,0.3812027,20,94.0,0.2327435,25,26.0,0.1224309,14,0,0,0
14,4,6.0,0.03642733,29,52.0,0.4257085,13,98.0,0.2087861,1,21.0,0.3930621,30,0,0,0,0,0,0
4,3,51.0,0.4382421,19,38.0,0.2774835,6,61.0,0.1959476,30,0,0,0,0,0,0,0,0,0
11,4,34.0,0.3672331,19,113.0,0.08617069,14,52.0,0.2535353,29,63.0,0.2747883,12,0,0,0,0,0,0
0,1,98.0,0.2736228,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,4,29.0,0.303886,13,85.0,0.3517109,5,116.0,0.1685324,16,81.0,0.4268142,9,0,0,0,0,0,0
7,1,5.0,0.1627798,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,5,42.0,0.09137382,25,14.0,0.36789,1,68.0,0.4191883,3,116.0,0.1105954,11,26.0,0.5044151,4,0,0,0
3,2,8.0,0.113269,10,99.0,0.2926462,29,0,0,0,0,0,0,0,0,0,0,0,0
0,1,112.0,0.06324907,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3,44.0,0.2407917,8,103.0,0.03852923,28,84.0,0.2778306,26,0,0,0,0,0,0,0,0,0
3,1,104.0,0.4792343,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,5,42.0,0.1014831,2,53.0,0.3892922,7,44.0,0.2609824,23,46.0,0.5081331,5,91.0,0.4639122,4,0,0,0
10,6,18.0,0.3172322,6,19.0,0.4405735,4,78.0,0.265561,28,76.0,0.4312996,7,7.0,0.1529154,14,81.0,0.3163301,20
15,4,85.0,0.08006175,13,33.0,0.3671298,11,42.0,0.02735652,23,60.0,0.3247088,21,0,0,0,0,0,0
0,1,72.0,0.0784402,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,30.0,0.3343045,4,87.0,0.2716877,20,0,0,0,0,0,0,0,0,0,0,0,0
5,3,118.0,0.4919652,13,94.0,0.3926298,10,80.0,0.1804135,4,0,0,0,0,0,0,0,0,0
26,4,34.0,0.3757507,26,24.0,0.1020676,29,8.0,0.5047573,29,108.0,0.4796926,29,0,0,0,0,0,0
13,4,56.0,0.4028068,8,56.0,0.3393414,25,29.0,0.2971734,25,103.0,0.2633604,3,0,0,0,0,0,0
1,1,96.0,0.4515823,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,5,44.0,0.02288384,24,47.0,0.2859554,23,48.0,0.4757418,3,20.0,0.3297799,28,29.0,0.1983989,15,0,0,0
5,3,27.0,0.2617954,20,62.0,0.03246374,12,55.0,0.2760247,7,0,0,0,0,0,0,0,0,0
8,3,56.0,0.1573077,11,42.0,0.3727166,4,34.0,0.2843238,19,0,0,0,0,0,0,0,0,0
11,4,115.0,0.1298243,21,35.0,0.1430385,25,67.0,0.06077923,30,79.0,0.03634955,2,0,0,0,0,0,0
15,5,55.0,0.4919161,17,24.0,0.1228149,20,54.0,0.4664277,10,95.0,0.4661962,22,74.0,0.3149112,17,0,0,0
25,5,64.0,0.4584896,23,50.0,0.3810335,22,13.0,0.06558521,23,72.0,0.2675441,20,20.0,0.3074686,26,0,0,0
7,4,11.0,0.2142464,29,99.0,0.4724235,11,97.0,0.1881236,12,39.0,0.3813461,5,0,0,0,0,0,0
31,5,102.0,0.4114857,25,36.0,0.4546337,30,35.0,0.2305999,23,36.0,0.3237738,29,83.0,0.01780434,2,0,0,0
3,2,100.0,0.2390198,28,117.0,0.1072729,11,0,0,0,0,0,0,0,0,0,0,0,0
4,2,65.0,0.504996,5,12.0,0.3739896,8,0,0,0,0,0,0,0,0,0,0,0,0
1,2,99.0,0.1556083,4,95.0,0.2925878,28,0,0,0,0,0,0,0,0,0,0,0,0
0,1,62.0,0.2322194,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,48.0,0.4757915,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,5,111.0,0.03701808,6,38.0,0.04632188,24,22.0,0.4177915,5,50.0,0.2695055,16,113.0,0.1175198,15,0,0,0
8,4,100.0,0.4004349,10,79.0,0.06653841,5,93.0,0.2472759,15,55.0,0.09144624,26,0,0,0,0,0,0
12,5,67.0,0.05407824,2,13.0,0.3853821,15,28.0,0.3398598,28,90.0,0.3046617,3,9.0,0.36489,13,0,0,0
4,2,99.0,0.1444196,20,22.0,0.1060274,11,0,0,0,0,0,0,0,0,0,0,0,0
12,4,102.0,0.1644824,13,80.0,0.2138821,24,111.0,0.3468993,28,77.0,0.4448391,16,0,0,0,0,0,0
5,2,99.0,0.0994059,15,23.0,0.4941026,12,0,0,0,0,0,0,0,0,0,0,0,0
15,3,27.0,0.4971395,26,92.0,0.2821312,16,80.0,0.2860503,7,0,0,0,0,0,0,0,0,0
1,1,64.0,0.1153706,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,58.0,0.1670263,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,6,87.0,0.2936282,8,94.0,0.4370699,21,107.0,0.2703047,15,111.0,0.3337231,5,40.0,0.3524034,29,15.0,0.4520037,10
6,2,75.0,0.08181508,29,110.0,0.4627234,18,0,0,0,0,0,0,0,0,0,0,0,0
1,1,82.0,0.409458,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,4,80.0,0.09541316,27,40.0,0.1229056,3,57.0,0.2948938,10,74.0,0.3488584,14,0,0,0,0,0,0
21,6,17.0,0.1042414,22,25.0,0.3800803,14,72.0,0.3734493,22,91.0,0.349639,8,97.0,0.3040712,16,27.0,0.106637,25
14,6,91.0,0.01970358,25,71.0,0.1269542,12,101.0,0.4429182,2,83.0,0.2368192,6,94.0,0.1241434,9,82.0,0.1495715,7
10,3,25.0,0.4702807,19,61.0,0.08917458,22,65.0,0.3393667,8,0,0,0,0,0,0,0,0,0
5,2,45.0,0.4783189,29,94.0,0.2836007,9,0,0,0,0,0,0,0,0,0,0,0,0
12,6,6.0,0.1233531,17,85.0,0.173655,9,46.0,0.3944737,13,62.0,0.1234508,15,60.0,0.118007,9,84.0,0.030015,16
0,1,29.0,0.3854784,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,5,37.0,0.3067643,27,78.0,0.4346012,11,50.0,0.5065638,3,11.0,0.4775903,30,22.0,0.01633276,23,0,0,0
13,6,86.0,0.02492912,15,111.0,0.1488825,4,102.0,0.2519,24,80.0,0.3009572,19,86.0,0.1705948,6,25.0,0.05118681,13
30,6,30.0,0.07199009,3,75.0,0.1910717,11,104.0,0.3375299,28,44.0,0.4134429,26,36.0,0.4283049,8,36.0,0.3910721,23
11,3,45.0,0.2073895,14,88.0,0.4786294,16,22.0,0.3270356,19,0,0,0,0,0,0,0,0,0
1,2,85.0,0.212936,7,8.0,0.3479026,21,0,0,0,0,0,0,0,0,0,0,0,0
12,6,84.0,0.1658721,13,50.0,0.08435138,20,82.0,0.4265845,17,104.0,0.3344843,2,22.0,0.1401068,23,85.0,0.3808919,6
11,5,37.0,0.1439249,18,95.0,0.1557097,24,75.0,0.4358493,2,59.0,0.3687059,21,58.0,0.4240481,22,0,0,0
18,6,70.0,0.4443274,17,47.0,0.01274414,2,101.0,0.02619637,10,35.0,0.4336495,20,17.0,0.02491153,25,108.0,0.1286901,15
1,1,37.0,0.345457,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,5,29.0,0.3137729,25,77.0,0.2567346,24,43.0,0.4945762,26,58.0,0.2487525,21,118.0,0.2280342,10,0,0,0
1,1,76.0,0.08537216,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,84.0,0.2104645,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,6,46.0,0.3134567,11,84.0,0.384234,1,113.0,0.3032075,5,83.0,0.288934,3,84.0,0.2475684,27,84.0,0.4565199,20
2,1,8.0,0.119612,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,3,16.0,0.03046365,16,115.0,0.2811393,22,28.0,0.4518772,25,0,0,0,0,0,0,0,0,0
16,6,62.0,0.109491,25,57.0,0.07140835,2,40.0,0.280771,5,100.0,0.4002796,29,116.0,0.16456,12,41.0,0.2523309,23
9,3,80.0,0.05711384,14,49.0,0.4799291,18,86.0,0.2377856,4,0,0,0,0,0,0,0,0,0
1,1,15.0,0.2896558,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,4,107.0,0.4468616,18,18.0,0.5026798,15,19.0,0.2571724,7,34.0,0.3680222,22,0,0,0,0,0,0
19,4,26.0,0.4165523,19,81.0,0.09071477,7,21.0,0.3454204,18,39.0,0.3011631,28,0,0,0,0,0,0
0,1,32.0,0.09837182,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,84.0,0.0449241,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,109.0,0.293692,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,5,114.0,0.2176076,16,17.0,0.1811971,11,109.0,0.4682885,20,32.0,0.4788808,3,20.0,0.4253341,13,0,0,0
19,6,84.0,0.4288222,3,57.0,0.1251851,14,59.0,0.09523793,29,92.0,0.143003,16,7.0,0.08940943,1,18.0,0.4724773,12
2,2,30.0,0.1203448,7,113.0,0.3505687,17,0,0,0,0,0,0,0,0,0,0,0,0
7,3,107.0,0.0997764,15,93.0,0.02345641,2,24.0,0.3782355,11,0,0,0,0,0,0,0,0,0
1,1,57.0,0.09080388,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,75.0,0.2715333,19,5.0,0.2490625,11,0,0,0,0,0,0,0,0,0,0,0,0
5,4,20.0,0.2050004,24,7.0,0.2011971,20,9.0,0.1874148,12,117.0,0.08858092,11,0,0,0,0,0,0
1,1,71.0,0.1804945,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,5,66.0,0.0406834,19,78.0,0.160372,2,88.0,0.4317017,3,38.0,0.01528276,4,86.0,0.3514229,10,0,0,0
7,4,10.0,0.03813906,27,119.0,0.2150072,15,57.0,0.04579218,1,102.0,0.4442163,22,0,0,0,0,0,0
3,3,8.0,0.3951382,24,23.0,0.1780683,7,109.0,0.1221524,4,0,0,0,0,0,0,0,0,0
12,6,34.0,0.04207857,9,6.0,0.3192863,16,23.0,0.4344916,17,83.0,0.3004068,8,82.0,0.115115,11,45.0,0.4155205,15
8,3,84.0,0.4949803,2,82.0,0.3485996,26,83.0,0.2994619,29,0,0,0,0,0,0,0,0,0
0,1,90.0,0.1065151,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,112.0,0.1611989,16,98.0,0.2466975,10,0,0,0,0,0,0,0,0,0,0,0,0
15,5,32.0,0.3870099,3,23.0,0.3023985,28,21.0,0.1514863,19,92.0,0.1361578,25,106.0,0.1527764,28,0,0,0
1,1,49.0,0.08391376,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,66.0,0.1878257,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,5,22.0,0.06158443,2,40.0,0.02347876,18,53.0,0.09263147,10,57.0,0.2398249,7,88.0,0.3059345,26,0,0,0
21,5,100.0,0.4743342,25,43.0,0.3674864,19,14.0,0.1663031,29,71.0,0.1155132,17,15.0,0.4883696,15,0,0,0
6,2,36.0,0.2472802,29,118.0,0.1507326,2,0,0,0,0,0,0,0,0,0,0,0,0
5,3,60.0,0.1350327,4,45.0,0.1882944,4,34.0,0.3220998,27,0,0,0,0,0,0,0,0,0
5,2,62.0,0.476511,23,27.0,0.2380685,12,0,0,0,0,0,0,0,0,0,0,0,0
21,5,18.0,0.02841521,29,52.0,0.1554065,15,40.0,0.0204903,13,111.0,0.306625,29,93.0,0.2643364,23,0,0,0
11,5,94.0,0.4890877,11,115.0,0.2624434,15,86.0,0.3165863,14,104.0,0.3296035,29,66.0,0.2243788,7,0,0,0
6,6,56.0,0.4385912,3,16.0,0.4840805,8,8.0,0.1365456,16,11.0,0.3123113,3,28.0,0.1379503,28,21.0,0.08055802,27
20,6,45.0,0.241824,1,106.0,0.4131899,23,80.0,0.1406045,10,42.0,0.2085476,22,71.0,0.210772,10,91.0,0.3212114,26
8,3,65.0,0.1283753,20,35.0,0.4421015,18,68.0,0.03780241,6,0,0,0,0,0,0,0,0,0
3,2,111.0,0.4006729,3,29.0,0.5053512,9,0,0,0,0,0,0,0,0,0,0,0,0
1,1,53.0,0.4614698,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,4,8.0,0.2669345,24,105.0,0.03406049,22,52.0,0.03619643,4,24.0,0.4387694,7,0,0,0,0,0,0
6,4,16.0,0.04828538,6,104.0,0.3603315,6,106.0,0.281581,10,10.0,0.314446,9,0,0,0,0,0,0
1,1,57.0,0.4153348,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,3,64.0,0.1539584,9,43.0,0.3149773,30,53.0,0.1819623,19,0,0,0,0,0,0,0,0,0
15,6,31.0,0.4633984,10,46.0,0.02753271,13,62.0,0.05800386,22,42.0,0.05798264,5,12.0,0.1058353,28,67.0,0.1700125,21
6,3,56.0,0.07863481,11,109.0,0.163325,27,15.0,0.1140833,29,0,0,0,0,0,0,0,0,0
