WAVE_ID,Hits,eCount,FireRate1,ShotSpeed1,Health1,FireRate2,ShotSpeed2,Health2,FireRate3,ShotSpeed3,Health3,FireRate4,ShotSpeed4,Health4,FireRate5,ShotSpeed5,Health5,FireRate6,ShotSpeed6,Health6
1,2,1,39.0,0.4875571,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,33.0,0.1326859,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,1,57.0,0.2760912,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,1,84.0,0.3818048,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4,1,70.0,0.4950013,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,4,1,31.0,0.4481637,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,1,103.0,0.3439836,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,1,96.0,0.3668217,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,1,107.0,0.3454724,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,4,1,27.0,0.3068738,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,1,27.0,0.2661497,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,1,57.0,0.1660862,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,1,101.0,0.04925968,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,1,117.0,0.3835869,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,1,101.0,0.4798025,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,3,1,10.0,0.3043021,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,1,45.0,0.2105483,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1,1,44.0,0.1100247,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,1,92.0,0.1281061,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,6,1,12.0,0.4729486,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,1,78.0,0.3919692,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,1,63.0,0.265927,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,1,103.0,0.3338363,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2,1,29.0,0.4408656,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,1,45.0,0.4377989,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1,1,10.0,0.3978664,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,1,82.0,0.0317638,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,1,70.0,0.109231,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,1,77.0,0.04508747,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,1,45.0,0.2809607,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,1,1,84.0,0.09735401,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1,1,45.0,0.3258436,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1,1,92.0,0.3745659,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1,1,50.0,0.2765688,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,6,1,10.0,0.3852938,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,1,117.0,0.4372866,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,1,1,80.0,0.4235895,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0,1,83.0,0.4448251,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,1,111.0,0.179016,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,8,1,20.0,0.4666619,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,1,1,56.0,0.2994181,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,3,1,76.0,0.4172915,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0,1,79.0,0.04198964,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,3,1,14.0,0.4262908,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,1,85.0,0.03965022,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2,1,67.0,0.4338286,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,3,1,71.0,0.2741856,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,8,1,23.0,0.4290524,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0,1,109.0,0.1795376,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
