SSBounds,HEALTH,FIRE_RATE,count(ENEMY_ID),hits,hit_count
46,12,5.0,5,2.0,10
27,6,6.0,12,1.66666666666667,20
25,3,7.0,14,4.71428571428571,66
2,13,8.0,15,6.26666666666667,94
7,15,9.0,19,4.94736842105263,94
16,29,10.0,10,1.9,19
5,21,11.0,13,3.23076923076923,42
33,17,12.0,17,4.52941176470588,77
47,21,13.0,17,9.29411764705882,158
24,12,14.0,16,4.4375,71
38,28,15.0,12,1.75,21
50,16,16.0,15,4.26666666666667,64
3,6,17.0,23,2.91304347826087,67
46,6,18.0,11,5.81818181818182,64
19,11,19.0,9,5.22222222222222,47
46,8,20.0,14,8.14285714285714,114
16,25,21.0,14,5.5,77
7,15,22.0,19,2.94736842105263,56
19,28,23.0,12,1.91666666666667,23
26,10,24.0,13,5.53846153846154,72
40,26,25.0,18,5.16666666666667,93
3,15,26.0,12,6.25,75
4,23,27.0,11,3.90909090909091,43
37,22,28.0,16,5.8125,93
5,29,29.0,8,3.25,26
45,28,30.0,17,4.52941176470588,77
9,9,31.0,14,4.21428571428571,59
26,24,32.0,7,2.28571428571429,16
38,16,33.0,10,4.6,46
47,21,34.0,9,3.44444444444444,31
26,15,35.0,14,4.0,56
23,29,36.0,14,2.92857142857143,41
40,22,37.0,15,2.6,39
25,16,38.0,14,4.64285714285714,65
29,8,39.0,15,3.06666666666667,46
11,15,40.0,11,4.63636363636364,51
3,12,41.0,15,2.2,33
4,4,42.0,12,2.41666666666667,29
13,20,43.0,9,1.66666666666667,15
10,23,44.0,14,5.0,70
18,25,45.0,10,1.5,15
35,28,46.0,14,2.14285714285714,30
26,27,47.0,10,3.7,37
27,25,48.0,12,4.16666666666667,50
3,4,49.0,17,2.29411764705882,39
27,12,50.0,12,4.83333333333333,58
49,15,51.0,9,5.88888888888889,53
37,15,52.0,9,2.88888888888889,26
40,13,53.0,17,4.05882352941176,69
7,14,54.0,13,1.69230769230769,22
44,3,55.0,8,2.75,22
31,23,56.0,9,2.44444444444444,22
38,21,57.0,15,2.26666666666667,34
45,5,58.0,13,1.69230769230769,22
47,9,59.0,16,1.875,30
49,21,60.0,15,2.53333333333333,38
12,22,61.0,8,2.125,17
44,12,62.0,13,3.0,39
19,10,63.0,12,2.16666666666667,26
4,9,64.0,8,1.5,12
1,16,65.0,10,2.0,20
33,10,66.0,17,1.88235294117647,32
13,21,67.0,18,1.44444444444444,26
45,14,68.0,24,1.75,42
49,10,69.0,11,2.36363636363636,26
21,11,70.0,14,1.35714285714286,19
15,10,71.0,10,2.0,20
15,13,72.0,10,2.0,20
20,23,73.0,17,2.88235294117647,49
21,16,74.0,8,3.5,28
23,5,75.0,10,2.0,20
15,29,76.0,11,1.81818181818182,20
42,3,77.0,13,2.76923076923077,36
34,25,78.0,13,3.23076923076923,42
41,23,79.0,17,1.88235294117647,32
6,8,80.0,19,0.947368421052632,18
3,29,81.0,9,2.11111111111111,19
46,7,82.0,11,1.54545454545455,17
48,13,83.0,13,1.07692307692308,14
42,24,84.0,12,2.5,30
35,11,85.0,15,1.6,24
37,29,86.0,12,1.91666666666667,23
44,14,87.0,13,2.07692307692308,27
32,17,88.0,16,2.0625,33
37,10,89.0,15,1.93333333333333,29
10,5,90.0,16,1.75,28
19,26,91.0,11,2.09090909090909,23
36,3,92.0,8,2.875,23
29,25,93.0,16,1.25,20
28,20,94.0,8,1.5,12
45,14,95.0,9,2.44444444444444,22
4,13,96.0,11,1.0,11
34,29,97.0,8,1.0,8
26,22,98.0,11,1.81818181818182,20
2,13,99.0,21,1.42857142857143,30
12,12,100.0,22,1.36363636363636,30
25,1,101.0,15,1.46666666666667,22
12,10,102.0,11,1.45454545454545,16
19,9,103.0,12,1.41666666666667,17
30,12,104.0,22,1.18181818181818,26
1,5,105.0,8,2.0,16
31,15,106.0,11,1.0,11
26,26,107.0,7,1.57142857142857,11
16,4,108.0,11,1.27272727272727,14
11,29,109.0,6,3.0,18
42,6,110.0,10,1.5,15
18,11,111.0,12,1.33333333333333,16
49,26,112.0,15,1.66666666666667,25
2,28,113.0,15,1.6,24
41,15,114.0,11,1.27272727272727,14
35,19,115.0,11,1.36363636363636,15
44,4,116.0,9,1.0,9
23,19,117.0,11,1.0,11
4,22,118.0,16,1.25,20
17,24,119.0,20,0.8,16
14,10,120.0,13,1.46153846153846,19
