SSBounds,HEALTH,FIRE_RATE,count(ENEMY_ID),hits,hit_count
24,1,98.0,23,0.869565217391304,20
43,2,66.0,46,1.82608695652174,84
37,3,15.0,41,2.34146341463415,96
48,4,48.0,53,1.9811320754717,105
45,5,21.0,47,1.78723404255319,84
9,6,35.0,46,2.84782608695652,131
33,7,8.0,58,1.77586206896552,103
20,8,75.0,52,1.90384615384615,99
14,9,75.0,51,2.50980392156863,128
37,10,108.0,65,2.52307692307692,164
28,11,25.0,45,2.22222222222222,100
33,12,51.0,43,2.41860465116279,104
26,13,33.0,58,2.72413793103448,158
43,14,78.0,57,1.84210526315789,105
47,15,48.0,61,3.16393442622951,193
49,16,54.0,55,2.27272727272727,125
27,17,52.0,53,3.05660377358491,162
34,18,6.0,51,3.07843137254902,157
33,19,20.0,45,2.71111111111111,122
7,20,23.0,61,3.31147540983607,202
43,21,82.0,45,3.37777777777778,152
8,22,85.0,58,2.98275862068966,173
24,23,86.0,57,3.24561403508772,185
28,24,61.0,46,3.06521739130435,141
18,25,102.0,45,3.8,171
5,26,114.0,48,4.33333333333333,208
6,27,21.0,51,2.11764705882353,108
50,28,89.0,61,3.21311475409836,196
49,29,52.0,51,4.6078431372549,235
17,30,84.0,27,3.11111111111111,84
